2022-12-30,How fast inflation and high interest rates upended markets across the globe.
2023-01-01,"The cost cutting continues at Twitter. The S&P 500 had a bad 2022, and it’s not clear if 2023 will be better. The Labor Department will report jobs numbers for December."
2023-01-06,Traders are betting that a slowdown in job growth and wage gains could reduce the pressure on prices and make the Federal Reserve less aggressive in raising interest rates.
2023-01-05,"To land the House speaker position, the California Republican will have to win over opponents who question his ties to Silicon Valley and his commitment to right wing causes."
2023-01-03,Analysts are more cautious about 2023 after their overly optimistic forecasts for last year.
2023-01-13,"Cut back on stock and bond holdings, and focus on money market funds, C.D.s, Treasury bills and other options that are now offering high yields, our columnist says."
2023-01-08,"Sam Bankman-Fried, the disgraced cryptocurrency executive, pleads not guilty to an array of charges. A bumpy road ahead for Tesla. And the latest inflation figures are coming out."
2023-01-05,"Central bankers remained committed to wrestling inflation lower, and wanted to make sure investors understood that message, minutes from the Federal Reserve’s December meeting showed."
2023-01-19,"Sam Bankman-Fried found ways to control the prices of digital coins to benefit his companies, FTX and Alameda, according to cryptocurrency investors."
2022-12-28,"The preliminary guidance applies to an alternative minimum tax for large corporations and a tax on stock buybacks, which helped fund President Biden’s climate and health bill."
2023-02-11,The steadfastness of India’s economy attests to the size and seeming strength of the country’s broader business landscape.
2023-02-19,"The nation’s growing budget deficit. Inflation is cooling, but not as quickly as expected. And the Fed will offer insights into its thinking."
2023-02-07,The struggling home goods retailer said it hoped the move would help it raise more than $1 billion and pay off its debts.
2023-02-17,"Exuberance in financial markets is likely to only strengthen the Federal Reserve’s resolve and shake up those very markets, our columnist says."
2023-01-29,Data shows that the U.S. economy has been largely resilient. The Fed may slow its rate increases. And the jobs report is expected to show solid gains.
2023-02-05,Jobs numbers soared far past analysts’ forecasts. Meta’s stock price surged. And Robert Iger faces a major test as Disney reports its first quarterly earnings since he returned as C.E.O.
2023-02-17,"After stocks jumped more than 6 percent in January, the tone shifted markedly this week as a steady flow of data showed the economy continued to run hot."
2023-02-01,Recent stock gains have been driven by hope that a rate-raising cycle may be over. The Fed keeps telling investors that it’s not.
2023-01-31,Gautam Adani is facing perhaps his biggest challenge yet as a small U.S. investment firm accuses his Indian conglomerate of fraud and stock manipulation.
2023-02-14,The prospect of a drop in the pace of inflation has recently lifted hopes that the Federal Reserve will soon stop increasing interest rates.
2023-03-17,"Stocks, bonds and commodities markets are all sending different signals. Although the S&P 500 rose this week, oil prices fell along with bond yields, signaling that investors are worried about the economy."
2023-03-09,"The central bank’s success or failure will affect your wallet and, maybe, the next election, our columnist says."
2023-03-14,"Across the country, banks of various sizes are battling market turmoil as customers rushed to withdraw their deposits and investors, worried about more bank runs, dumped bank stocks."
2023-03-10,The collapse of Silicon Valley Bank added to worries about the economy. The S&P 500 suffered its sharpest weekly decline of the year.
2023-03-21,"Relief over recent financial rescue measures pushed stocks up for a second day, as investors prepared for a pivotal decision from the Federal Reserve on interest rates."
2023-03-17,"The S&P 500 jumped, along with shares of First Republic Bank and other regional lenders."
2023-03-15,"Stomach-churning volatility in stocks, bonds and other assets on Wednesday reflected renewed worries about the state of the economy and the risks lurking in the financial system."
2023-03-08,"Investors were alarmed at suggestions by Jerome Powell, the Federal Reserve’s chairman, that interest rates could go even higher in a bid to halt inflation."
2023-03-22,There had been widespread uncertainty about whether the Federal Reserve would continue raising rates after turmoil in the banking industry.
2023-03-18,"Watching the banking industry descend into turmoil is unnerving. But unless your financial goals have changed, embrace inaction."
2023-04-14,"In 2022, conditions were heavily in stock pickers’ favor, but most trailed the market. This year looks worse, our columnist says."
2023-04-06,"Inflation, recession and labor market concerns loom large over the stock market ahead of Friday’s jobs report."
2023-04-05,He wrote a program that allowed people to buy and sell stocks on their home computers and co-founded a company that reaped its benefits.
2023-04-12,"Stocks were higher and government bond yields were little changed on Tuesday morning, as investors braced for more unwelcome signs that inflation remains stubborn."
2023-04-07,"Investors are braced for a short, bruising bout in the bond market on Friday, fearing new numbers on the pace of hiring will add to signs that the economy is slowing down."
2023-04-13,"The outlook for corporate profits has swiftly deteriorated, with inflation still fast and a banking scare prompting some investor caution."
2023-03-27,First Citizens agreed on Sunday to acquire the failed lender’s retail operations. Will the move convince investors that recent turmoil in the sector is over?
2023-04-26,"Bud Light’s marketing effort with a transgender influencer has put it “in the center of the culture wars in a way that no company could possibly want to be,” one observer said."
2023-04-25,"Remote work and rising interest rates are dealing a double blow to office landlords, with potentially grave consequences for the city and even national economy."
2023-04-27,Republicans are increasingly taking on corporations they denounce as “woke.” The Florida governor is just the latest to find that it isn’t easy.
2023-05-24,Investors have again rushed into the conglomerate controlled by Gautam Adani after a panel signaled that the investigation into the company’s finances was getting nowhere.
2023-05-12,The Los Angeles-based lender said that its falling stock price ignited customers’ “fears of the safety of their deposits.”
2023-05-02,"The bank’s collapse stopped short of derailing the broader market, with markets focusing instead on corporate profits and the Federal Reserve’s next decision on interest rates."
2023-05-19,"The odds of a U.S. default are low, but the consequences could be dire. Our columnist explains how financial markets are assessing the risks."
2023-05-03,"The relative calm that met the collapse of First Republic Bank on Monday was shattered on Tuesday, with broad-based declines across industries."
2023-05-09,"Turmoil in the banking sector could have a knock-on effect on clearinghouses, the intermediaries between buyers and sellers in financial markets."
2023-05-26,"A host of issues face the markets, beyond the prospect of a possible default on U.S. debt. Hedge your bets and ride it out, our columnist says."
2023-05-04,"The regional lender said it is weighing its options, after its shares fell despite assertions by the Federal Reserve that the recent bank crisis is contained."
2023-05-03,"A ‘shock pause’ by the central bank would spook an already jittery market, one analyst said, even as shares in regional lenders fall."
2023-05-06,"PacWest and Western Alliance, the banks at the center of the latest phase of the crisis, recouped a chunk of earlier losses, as robust economic data also heartened investors."
2023-06-01,"Gains have been concentrated in tech, leaving the fate of the rest of the economy open to question."
2023-06-16,"Stocks still haven’t returned to their last peak, and our columnist is in the camp that says this isn’t a bull market yet. But he’s buying stock anyway."
2023-06-23,"Investors this week appeared more cautious, ending a long streak of market gains after the Fed also erred on the side of caution last week."
2023-06-16,The stock market is on its longest winning streak since 2021. Some investors see trouble ahead.
2023-06-02,They initially reacted enthusiastically to China’s reversal of pandemic restrictions but have since taken a dimmer view of the country’s recovery.
2023-06-06,"The S&P 500 ended the day nearly 20 percent above its low last year, within a hair of a milestone for some market watchers. But assessing a bona fide bull market is not so simple."
2023-06-13,"The S&P 500 has climbed more than 20 percent from a 2022 low, a marker of a new phase of exuberance in the markets."
2023-06-26,He overturned the traditional approach to buying stocks by examining the relationship between risk and reward.
2023-05-26,"A host of issues face the markets, beyond the prospect of a possible default on U.S. debt. Hedge your bets and ride it out, our columnist says."
2023-05-26,Stock and bond trading suggest that investors see an imminent deal to raise the debt limit and prevent the federal government from defaulting.
2023-07-07,"Devastated at the height of the pandemic, cruise lines have become top performers."
2023-06-26,He overturned the traditional approach to buying stocks by examining the relationship between risk and reward.
2023-07-14,"Companies are expected to report a fall in profits, but some analysts see brighter times ahead."
2023-07-14,"While stocks, bonds and money market funds have generated positive returns for the year, a quirk in the calendar is creating deceptively strong performances."
2023-07-07,"Economists have forecast that employers created 225,000 jobs last month. A bigger-than-expected number could complicate the Federal Reserve’s efforts to tame inflation."
2023-07-21,Lowering inflation to 2 percent without causing a recession and throwing people out of work would be a rare achievement. The markets are acting as if it has already happened.
2023-07-19,"New guidelines show that despite legal setbacks, top competition officials intend to maintain a tough approach to takeovers and technology giants."
2023-07-22,The government’s new 31-point guidelines meant to inspire confidence feel empty to businesspeople after a three-year clampdown and no concrete changes.
2023-07-25,A look at history shows that the burden of proof is on the optimists.
2023-06-30,"As companies begin to report earnings and make forecasts, investors are looking for signs of resilience, while executives are playing cautious."
2023-08-16,A string of worrying data has taken the fizz out of markets.
2023-07-27,"Stock markets often exhibit caution ahead of major events like Fed meetings, waiting until there is clarity over the central bank’s next move."
2023-08-09,The co-working company will seek to raise capital as it searches for a chief executive. Its battered stock plunged further.
2023-08-18,The prospects for a soft landing for the economy and the markets look better than they have in months. Our columnist is still worried.
2023-08-18,"The Hang Seng Index has fallen more than 20 percent from its recent high, as investors grow more pessimistic about China’s post-pandemic recovery."
2023-08-19,"A new study found that workers often don’t understand equity compensation, exposing them to exploitation."
2023-08-16,Investors are worried about the Chinese economy teetering as well as signs that the U.S. economy may be growing too fast for inflation to moderate.
2023-08-11,"Financial troubles at Country Garden, the last big developer to avoid default, set off panic in the markets and angry comments on social media."
2023-08-14,"A downturn in the world’s second biggest economy, and growing fears about its real estate sector, are making investors jittery."
2023-07-26,Analysts warn that bankruptcies and defaults could jump as the world adjusts to higher interest rates.
2023-08-31,"His investment strategy, which tracked the flow of money, won him a reputation for prescience in the 1990s."
2023-09-16,"Stocks are mired in a holding pattern. The big question, our columnist says, is when will the Federal Reserve start to cut interest rates?"
2023-08-25,"After a fierce rally largely propelled by a handful of tech stocks, the market’s rapid climb stalled in August. That setback could ultimately be a good thing, our columnist says."
2023-09-21,"Its close ties to Beijing are putting the city, still an international financial hub, in a bind as it lures Western investors to revive its economy."
2023-09-14,"The chip designer will begin trading on Thursday, in the biggest listing of the year. Investors hope it will rejuvenate demand for new stock offerings."
2023-09-05,"The labor market is more vulnerable than it looks, so the Federal Reserve should tread carefully."
2023-09-05,Some economists are playing down the chances of a downturn. But investors and voters aren’t feeling nearly as optimistic.
2023-09-09,"Doing business in China, once seen as a can’t-miss opportunity, poses a troubling quandary: Reasons to stay can be as compelling as the reasons to retreat."
2023-09-06,Analysts see Brent crude climbing to levels last seen in the first months of the Ukraine war after Saudi Arabia and Russia extended production cuts.
2023-08-26,The one-time Wall Street darling has lost 92 percent of its stock value since its I.P.O. Can the former tire and power tool executive reclaim the luxury goods site’s luster?
2023-10-11,Birkenstock is entering the market with hopes to grow its business in Asia and the United States.
2023-10-01,"Pegged to the movie “Dumb Money,” a discussion of the growing stupidity in the stock market."
2023-10-06,Factors including catastrophes linked to climate change are prompting insurers to raise premiums — a “hardening” market.
2023-10-21,"The 10-year U.S. Treasury yield has threatened to break above 5 percent for the first time in 16 years, rattling the markets."
2023-10-06,"Employment data for September showed surprising strength in the economy, but that resiliency has become a cause for concern among investors."
2023-10-03,The report from the Labor Department is the latest reading on how the economy is withstanding the escalation of interest rates.
2023-10-06,"Most people have lost money in the markets over the last several months, but people who have held on have prospered, our columnist says."
2023-10-20,"Back in 1994, bonds with fabulous yields were there for the taking. Our columnist doesn’t see treasures like that now, but there are solid buys."
2023-09-28,"The S&P 500 is trading at a three-month low as surging oil prices, rising bond yields and concerns about economic growth send investors to the exits."
2023-10-08,A coterie of tech insiders believe that “prediction markets” can fix social ills. Are they right?
2023-10-27,"Soaring interest rates have the power to alter the direction of the economy and command the attention of Washington, our columnist says."
2023-11-20,"The tech giant moved quickly to hire Sam Altman and others after their abrupt departures from OpenAI, a key Microsoft partner."
2023-11-10,A disappointing Treasury auction and hawkish comments by the Federal Reserve’s chair underscored investor fears about inflation.
2023-11-04,A series of data reports and actions by policymakers have led investors to reassess their assumptions about interest rates and the economy.
